,1,10,11,12,13,14,15,16,17,18,19,2,20,21,22,23,24,3,4,5,6,7,8,9
7.0,4099941,4249674,4256913,5396860,5332180,4287774,4208145,4177284,4150233,4150233,4150233,4231005,5473300,5456150,4283964,4150233,4225290,4247007,5276810,5396860,4150233,4290060,4234053,4200144
18.0,4295013,4593336,4452747,5677140,5656560,4509135,4470654,4378071,4509135,4509135,4597908,4266438,5733000,5806500,4582668,4509135,4575048,4604766,5615400,5677140,4534281,4522089,4511421,4624197
28.0,4539996,4762500,4420362,6047580,6010340,4619625,4719447,4560951,4684776,4619625,4702683,4672965,5885880,6065710,4734306,4647819,4681347,4741926,6047580,6047580,4631055,4719066,4688205,4531995
