,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
3.0/F低層A,3.0,低層,A,9871752,20229,488,404,3,NMOS
7.0/F中層A,7.0,中層,A,11063946,20719,534,404,3,NMOS
10.0/F高層A,10.0,高層,A,10830054,20281,534,404,3,NMOS
3.0/F低層B,3.0,低層,B,7524418,19646,383,404,3,NMOS
7.0/F中層B,7.0,中層,B,8145672,20994,388,404,3,NMOS
10.0/F高層B,10.0,高層,B,8238404,21233,388,404,3,NMOS
3.0/F低層C,3.0,低層,C,10063482,20922,481,404,3,NMOS
7.0/F中層C,7.0,中層,C,12999324,21738,598,404,3,NMOS
10.0/F高層C,10.0,高層,C,26064955,24023,1085,417,3,NMOS
3.0/F低層D,3.0,低層,D,14888333,20707,719,404,3,NMOS
7.0/F中層D,7.0,中層,D,15664853,21787,719,404,3,NMOS
10.0/F高層D,10.0,高層,D,30557250,27162,1125,376,3,NMOS
3.0/F低層E,3.0,低層,E,8685742,19651,442,410,3,NMOS
7.0/F中層E,7.0,中層,E,8872708,20074,442,411,3,NMOS
10.0/F高層E,10.0,高層,E,9812842,22201,442,356,3,NMOS
3.0/F低層F,3.0,低層,F,9332996,20926,446,405,3,NMOS
7.0/F中層F,7.0,中層,F,11107316,19052,583,411,3,NMOS
10.0/F高層F,10.0,高層,F,11581295,19865,583,367,3,NMOS
3.0/F低層G,3.0,低層,G,8520512,21736,392,403,3,NMOS
7.0/F中層G,7.0,中層,G,7259448,18519,392,411,3,NMOS
10.0/F高層G,10.0,高層,G,7156744,18257,392,368,3,NMOS
