,A,B,C,D,E,F,G,H,J,K
7.0,18998,19724,18998,17852,20196,19376,17696,19392,19468,19320
16.0,20459,20471,20459,21614,21379,20486,18592,20749,20577,20433
25.0,21994,22279,21994,23002,22988,22370,19813,21888,22214,22364
