,subjFloor,floorLv,unitNo,price,npsf,nfa
3.0/F低層A,3.0,低層,A,5536768,10814,512
8.0/F中層A,8.0,中層,A,5613568,10964,512
13.0/F高層A,13.0,高層,A,5580800,10900,512
3.0/F低層B,3.0,低層,B,6470530,9970,649
8.0/F中層B,8.0,中層,B,6587350,10150,649
13.0/F高層B,13.0,高層,B,6703521,10329,649
3.0/F低層C,3.0,低層,C,6573525,9975,659
8.0/F中層C,8.0,中層,C,6692145,10155,659
13.0/F高層C,13.0,高層,C,6808788,10332,659
3.0/F低層D,3.0,低層,D,5574960,10680,522
8.0/F中層D,8.0,中層,D,5675184,10872,522
13.0/F高層D,13.0,高層,D,5772798,11059,522
3.0/F低層E,3.0,低層,E,5602104,10732,522
8.0/F中層E,8.0,中層,E,5680926,10883,522
13.0/F高層E,13.0,高層,E,5787414,11087,522
3.0/F低層F,3.0,低層,F,6549840,9924,660
8.0/F中層F,8.0,中層,F,6667980,10103,660
13.0/F高層F,13.0,高層,F,6784140,10279,660
3.0/F低層G,3.0,低層,G,6500000,10000,650
8.0/F中層G,8.0,中層,G,6617000,10180,650
13.0/F高層G,13.0,高層,G,6733350,10359,650
3.0/F低層H,3.0,低層,H,5490176,10723,512
8.0/F中層H,8.0,中層,H,5588992,10916,512
13.0/F高層H,13.0,高層,H,5639168,11014,512
