,A01,A02,A03,A05,A06,A07,B01,B02,B03,B05,B06,B06B07B08,B07,B08
20.0,18759,18659,18837,18732,19366,18948,18759,18723,18589,19197,18899,,18998,18948
66.0,,,,,,,,,,,,,,
102.0,,,,,,,,,,,,,,
