,1,10,11,12,13,14,15,16,2,3,4,5,6,7,8,9
7.0,5239226,6194040,5911176,5695976,5064300,6194040,6194040,5169351,6194040,6181260,5766065,5119720,6113100,5414034,5677592,5278409
19.0,5401959,6040680,6110118,5672996,5154060,6139512,6139512,5651165,6139512,6160386,5979779,5333920,6079020,6011712,5463495,4784562
31.0,5198278,6251550,6336324,5857219,5178200,6373812,6373812,5787130,6373812,6252402,5811642,5431500,6487554,6432600,5837303,5084965
