,A,B,C,D,E,F,G,H,J
10.0,19702179,18431332,19029846,19419183,19916370,20812632,15769286,15365151,18286656
20.0,20390247,18882767,18457373,18504639,20404575,22017612,17945445,17431484,18493504
30.0,56888159,38149076,49104186,20166165,22236840,24068927,19619756,19912441,21285924
