,A,B,C,D,E,F,G,H,J,K
13.0,16173,17955,18134,19419,16341,18933,18570,17425,17782,15996
22.0,17113,19417,19133,19789,17684,19963,19186,18444,18103,16677
32.0,17876,19702,19637,20835,18260,21137,20364,19423,19377,17548
