,subjFloor,floorLv,unitNo,price,npsf,nfa
11.0/F低層1,11.0,低層,1,8308750,13294,625
22.0/F中層1,22.0,中層,1,8932500,14292,625
33.0/F高層1,33.0,高層,1,9058750,14494,625
11.0/F低層2,11.0,低層,2,5538192,14808,374
22.0/F中層2,22.0,中層,2,5363160,14340,374
33.0/F高層2,33.0,高層,2,5640668,15082,374
11.0/F低層3,11.0,低層,3,5660116,15134,374
22.0/F中層3,22.0,中層,3,5913688,15812,374
33.0/F高層3,33.0,高層,3,6112656,16344,374
11.0/F低層4,11.0,低層,4,8376875,13403,625
22.0/F中層4,22.0,中層,4,9059375,14495,625
33.0/F高層4,33.0,高層,4,9513750,15222,625
11.0/F低層5,11.0,低層,5,8146800,14600,558
22.0/F中層5,22.0,中層,5,8468208,15176,558
33.0/F高層5,33.0,高層,5,8765064,15708,558
11.0/F低層6,11.0,低層,6,5585745,16005,349
22.0/F中層6,22.0,中層,6,5773507,16543,349
33.0/F高層6,33.0,高層,6,5625182,16118,349
11.0/F低層7,11.0,低層,7,5514549,15801,349
22.0/F中層7,22.0,中層,7,5671599,16251,349
33.0/F高層7,33.0,高層,7,5693586,16314,349
11.0/F低層8,11.0,低層,8,8106624,14528,558
22.0/F中層8,22.0,中層,8,8447004,15138,558
33.0/F高層8,33.0,高層,8,8672436,15542,558
