,subjFloor,floorLv,unitNo,price,npsf,nfa
13.0/F低層A,13.0,低層,A,6929505,13999,495
23.0/F中層A,23.0,中層,A,7220478,14646,493
33.0/F高層A,33.0,高層,A,7536491,15287,493
13.0/F低層B,13.0,低層,B,6929505,13999,495
23.0/F中層B,23.0,中層,B,7220478,14646,493
33.0/F高層B,33.0,高層,B,7536491,15287,493
13.0/F低層C,13.0,低層,C,6872085,13883,495
23.0/F中層C,23.0,中層,C,7158360,14520,493
33.0/F高層C,33.0,高層,C,7679954,15578,493
13.0/F低層D,13.0,低層,D,7038405,14219,495
23.0/F中層D,23.0,中層,D,7313655,14835,493
33.0/F高層D,33.0,高層,D,7646430,15510,493
13.0/F低層E,13.0,低層,E,6452762,14089,458
23.0/F中層E,23.0,中層,E,6298728,13813,456
33.0/F高層E,33.0,高層,E,7015560,15385,456
13.0/F低層F,13.0,低層,F,6504516,14202,458
23.0/F中層F,23.0,中層,F,6783000,14875,456
33.0/F高層F,33.0,高層,F,7092168,15553,456
