,A,B,C,D,E,F,G,H
11.0,7994079,8395719,8096400,7744275,7839810,10972416,10034493,8524008
25.0,8403453,8916104,8377698,8001675,8106120,11484480,10945557,8490663
38.0,8643456,9178127,8650173,8585280,8101170,12166560,11831652,8465352
