,A,B,C,D,E,F,G,H,J,K
8.0,9338,6810,6832,6806,6951,6905,6791,6811,6907,7084
19.0,9804,7175,7201,7172,7335,7282,7157,7176,7284,7480
30.0,10269,7531,7550,7528,7707,7647,7516,7532,7649,7876
