,A,B,C,D,E,F,G,H
11.0,7653884,6849513,7234062,7603344,7719852,7096419,7062363,7861364
26.0,7944888,7242103,7335284,7925736,8023092,7252509,7419478,7971488
40.0,8073100,7445020,7430830,7891156,8082144,7441236,7558540,8210888
