,A,B,C,D,E,F,G,H,J,K
7.0,5217686,5184513,6239790,6239790,5091498,4718588,6276840,6417060,6239790,6239790
16.0,5465942,5960115,6456390,6456390,5507442,4871162,6515670,6657030,6456390,7747506
24.0,5673253,5510781,7967856,6757920,5418720,5004772,6722580,6861090,6647910,7967856
