,A,B,C,D,E,F,G,H
3.0,10117,10156,10238,10159,10159,10124,10156,10245
8.0,10300,10340,10426,10343,10343,10306,10340,10431
11.0,10413,10454,10664,10458,10458,10419,10454,10547
