,10,15,16,17,19,2,20,24,3,4,6,7,8,9
8.0,5794,6644,5859,5859,5867,5874,5849,5994,5925,5834,6031,6119,5919,5859
19.0,6132,6068,6118,6118,6056,6044,6108,6331,6058,6100,6204,6415,6181,6118
30.0,6471,6509,6515,6515,6510,6515,6504,6813,6493,6388,6565,6877,6602,6515
