,10,11,12,13,14,15,16,18,19,2,20,21,23,24,3,4,5,7,8
8.0,2561869,2515354,2927403,2534937,2527315,2515354,2716000,2515354,2713818,2594208,2734488,2830821,2515354,2203323,2515354,2734488,2734488,2506494,2716000
18.0,2593765,2700528,3195027,2696304,2685909,2700528,2825610,2700528,2879057,2709388,2983878,3004905,2700528,2364486,2627876,2983878,2983878,2661101,2915335
28.0,2720020,2877285,3358044,2828616,2777167,2877285,3114185,2877285,3041638,2831213,3135957,3161385,2877285,2516124,2749701,3135957,3135957,2726665,3114185
