,13,14,15,17,18,19,20,21,22,4,5,6,9
9.0,6456,6832,6884,6655,6954,6831,6431,6447,6870,6483,6747,6681,6831
20.0,6880,7168,7233,7111,7333,7171,6837,6857,7240,6666,6961,6810,7171
30.0,7283,7471,7543,7418,7626,7476,6979,7032,7542,7248,7309,7098,7476
