,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
2.0/F低層F.P.,2.0,低層,F.P.,12654096,17382,728,271,3,KHH
3.0/F中層F.P.,3.0,中層,F.P.,12739272,17499,728,270,3,KHH
4.0/F高層F.P.,4.0,高層,F.P.,12840464,17638,728,308,3,KHH
2.0/F低層R.P.,2.0,低層,R.P.,8178340,17779,460,111,1,KHH
3.0/F中層R.P.,3.0,中層,R.P.,8231700,17895,460,110,1,KHH
4.0/F高層R.P.,4.0,高層,R.P.,8285060,18011,460,108,1,KHH
