,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
11.0/F低層A,11.0,低層,A,10634760,15480,687,198,3,NTW
22.0/F中層A,22.0,中層,A,11057952,16096,687,167,3,NTW
32.0/F高層A,32.0,高層,A,11444046,16658,687,137,3,NTW
11.0/F低層A & B,11.0,低層,A & B,,,,,,NTW
22.0/F中層A & B,22.0,中層,A & B,,,,,,NTW
32.0/F高層A & B,32.0,高層,A & B,,,,,,NTW
11.0/F低層AB,11.0,低層,AB,,,,,,NTW
22.0/F中層AB,22.0,中層,AB,,,,,,NTW
32.0/F高層AB,32.0,高層,AB,,,,,,NTW
11.0/F低層B,11.0,低層,B,6879294,14422,477,340,3,NTW
22.0/F中層B,22.0,中層,B,7154046,14998,477,299,3,NTW
32.0/F高層B,32.0,高層,B,7403994,15522,477,259,3,NTW
11.0/F低層C,11.0,低層,C,6883110,14430,477,292,3,NTW
22.0/F中層C,22.0,中層,C,7157862,15006,477,256,3,NTW
32.0/F高層C,32.0,高層,C,7408287,15531,477,221,3,NTW
11.0/F低層C & D,11.0,低層,C & D,,,,,,NTW
22.0/F中層C & D,22.0,中層,C & D,,,,,,NTW
32.0/F高層C & D,32.0,高層,C & D,,,,,,NTW
11.0/F低層CD,11.0,低層,CD,,,,,,NTW
22.0/F中層CD,22.0,中層,CD,,,,,,NTW
32.0/F高層CD,32.0,高層,CD,,,,,,NTW
11.0/F低層D,11.0,低層,D,10786400,15520,695,196,3,NTW
22.0/F中層D,22.0,中層,D,11215910,16138,695,165,3,NTW
32.0/F高層D,32.0,高層,D,11607195,16701,695,135,3,NTW
