,1,10,11,12,13,14,2,3,4,5,6,7,8,9
5.0,534,424,529,417,628,529,534,529,421,421,529,529,522,522
14.0,534,421,529,417,628,529,534,529,421,421,529,529,522,522
22.0,534,421,529,417,628,529,534,529,421,421,529,529,522,522
