,A,B,C,D,E,F,G,H,J,K
6.0,13207,12889,10859,13075,13892,13907,12860,13191,13074,13400
16.0,13831,13627,11453,13972,14363,14386,13167,13826,13311,13877
23.0,13192,14049,11740,14266,14894,15129,13594,14417,13789,13649
