,10,11,13,15,16,18,2,20,22,23,24,3,4,5,6,7,8,9
6.0,2028940,2060836,2268471,2023308,2253795,2038686,2243352,2235708,2057292,2038686,2025015,1881864,2268471,2268471,2014764,2304929,2253795,2248945
18.0,2151651,2180446,2364315,2117097,2349340,2167156,2333724,2325195,2182218,2167156,2101215,1959389,2364315,2364315,2135703,2342584,2349340,2357585
28.0,2078113,2039572,2211258,2044445,2197050,2039572,2408591,2400012,2228733,2039572,2175891,2021409,2584365,2211258,2033370,2421438,2197050,2394445
