,A,B,C,D,E,F,G,H
6.0,12256,13126,12655,12166,14331,13372,12700,12340
12.0,12705,12712,12735,12479,13183,13757,11780,12957
19.0,13412,13407,13395,13071,13630,14150,13822,13682
