,1,11,12,16,17,2,3,4,5,7,9
8.0,443,376,443,407,385,376,598,397,385,544,407
18.0,443,376,443,407,385,376,598,407,385,544,407
28.0,443,376,443,407,385,376,598,407,385,544,407
