,1,2,3,4,5,6,7,8
6.0,5893866,5222295,5386371,5740355,5634140,5517564,5315859,5602520
15.0,6131356,5645028,5546718,5961545,5748020,5689098,5521632,5840010
24.0,6303770,5734863,5662995,6183830,5954975,5831139,5732151,5932762
