,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
2.0/F低層A,2.0,低層,A,2312540,5378,430,85,1,NYL
3.0/F中層A,3.0,中層,A,2324150,5405,430,86,1,NYL
4.0/F高層A,4.0,高層,A,2335330,5431,430,87,1,NYL
2.0/F低層A & C,2.0,低層,A & C,,,,,,NYL
3.0/F中層A & C,3.0,中層,A & C,,,,,,NYL
4.0/F高層A & C,4.0,高層,A & C,,,,,,NYL
2.0/F低層B,2.0,低層,B,2207250,5450,405,223,2,NYL
3.0/F中層B,3.0,中層,B,2218590,5478,405,226,2,NYL
4.0/F高層B,4.0,高層,B,2229930,5506,405,300,2,NYL
2.0/F低層C,2.0,低層,C,2227120,5432,410,87,1,NYL
3.0/F中層C,3.0,中層,C,2238600,5460,410,88,1,NYL
4.0/F高層C,4.0,高層,C,2249670,5487,410,89,1,NYL
2.0/F低層D,2.0,低層,D,2333340,5364,435,84,1,NYL
3.0/F中層D,3.0,中層,D,2345085,5391,435,85,1,NYL
4.0/F高層D,4.0,高層,D,2356830,5418,435,86,1,NYL
