,1,10,11,116,12,13,14,15,16,2,3,4,5,6,7,8,9
5.0,17286,15147,15595,15149,15217,15355,15063,15011,14869,13754,14927,15006,15415,15279,14947,15430,14813
14.0,17895,15563,16273,15835,15770,15919,15694,15284,15415,14872,15425,15401,15992,15989,15684,15665,15360
22.0,17441,15786,16320,16378,15930,16415,15725,15622,15557,15336,15701,15734,16387,16185,15728,15871,15432
