,subjFloor,floorLv,unitNo,price,npsf,nfa
4.0/F低層1,4.0,低層,1,6152384,13888,443
8.0/F中層1,8.0,中層,1,6597156,14892,443
12.0/F高層1,12.0,高層,1,6772141,15287,443
4.0/F低層2,4.0,低層,2,5225400,14515,360
8.0/F中層2,8.0,中層,2,5376960,14936,360
12.0/F高層2,12.0,高層,2,5294160,14706,360
4.0/F低層3,4.0,低層,3,4892760,13591,360
8.0/F中層3,8.0,中層,3,5042880,14008,360
12.0/F高層3,12.0,高層,3,5145480,14293,360
4.0/F低層4,4.0,低層,4,6462041,14587,443
8.0/F中層4,8.0,中層,4,6647215,15005,443
12.0/F高層4,12.0,高層,4,6825301,15407,443
4.0/F低層5,4.0,低層,5,6001764,13548,443
8.0/F中層5,8.0,中層,5,6599814,14898,443
12.0/F高層5,12.0,高層,5,6774356,15292,443
4.0/F低層6,4.0,低層,6,5018715,14547,345
8.0/F中層6,8.0,中層,6,5162925,14965,345
12.0/F高層6,12.0,高層,6,5115315,14827,345
4.0/F低層7,4.0,低層,7,5059425,14665,345
8.0/F中層7,8.0,中層,7,5208810,15098,345
12.0/F高層7,12.0,高層,7,5407185,15673,345
4.0/F低層8,4.0,低層,8,5932656,13392,443
8.0/F中層8,8.0,中層,8,6589182,14874,443
12.0/F高層8,12.0,高層,8,6765496,15272,443
