,1,10,11,12,13,14,15,16,17,18,2,3,4,5,6,7,8,9
7.0,443,566,375,443,443,375,566,375,385,443,375,566,375,385,544,544,385,375
18.0,443,566,375,443,443,375,566,375,385,443,375,566,375,385,544,544,385,375
28.0,443,566,375,443,443,375,566,375,385,443,375,566,375,385,544,544,385,375
