,1,2,3,4,5,6,7,8
10.0,5001843,5049220,4981075,4979777,5032995,5117365,5075829,5032995
22.0,5353601,5375018,5778696,5406170,5371124,5339323,5288052,5371124
33.0,5562579,5789080,6082428,5761822,5811146,5728074,5672260,5811146
