,A,B,C,D,E,F,G,H
3.0,5901768,7388424,5901768,5497800,5497800,5497800,5901768,5497800
6.0,6012306,7523793,6012306,5600700,5600700,5600700,6012306,5600700
8.0,6085998,7614306,6085998,5669790,5669790,5669790,6085998,5669790
