,1,2,3,4,5,6,7
3.0,5836694,5812477,5812477,5590180,6118740,6079860,5785481
8.0,6117770,6016535,6016535,5787020,6366600,6277905,5989142
13.0,6318255,6303169,6303169,4940700,6454890,6460155,6187642
