,11,13,14,15,17,20,21,24,3,7,9
8.0,7080,7020,7014,6806,6497,6900,6782,7464,6785,7080,6890
18.0,6796,7022,6861,6771,6607,6889,6799,7157,6763,6796,6849
27.0,6971,7199,7037,6946,6892,7062,6970,7338,6937,6971,6799
