,A,B,C,D,E,F,G,H
6.0,15619,16005,15652,15060,15670,15815,15027,14798
15.0,16878,16108,16655,15575,16450,17046,15862,15259
24.0,17159,18327,17959,17231,17464,17270,16840,16630
