,1,1108,3,4,5,503,6,8,9
3.0,,4580916,4922730,4914264,4936674,4484988,4989960,5034700,5870372
7.0,,4745796,5098026,5125914,5109978,5136372,5169240,5215342,6054233
11.0,,4901974,5264856,4620135,3133452,5305194,5339556,4901974,6242707
