,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
1.0/F低層A,1.0,低層,A,6529696,7792,838,65,1,NYL
2.0/F中層A,2.0,中層,A,6561540,7830,838,66,1,NYL
3.0/F高層A,3.0,高層,A,6594222,7869,838,65,1,NYL
1.0/F低層B,1.0,低層,B,6529696,7792,838,65,1,NYL
2.0/F中層B,2.0,中層,B,7286410,8695,838,216,2,NYL
3.0/F高層B,3.0,高層,B,6594222,7869,838,65,1,NYL
1.0/F低層C,1.0,低層,C,5396823,8067,669,78,1,NYL
2.0/F中層C,2.0,中層,C,5423583,8107,669,79,1,NYL
3.0/F高層C,3.0,高層,C,5450343,8147,669,78,1,NYL
1.0/F低層D,1.0,低層,D,5396823,8067,669,117,1,NYL
2.0/F中層D,2.0,中層,D,5423583,8107,669,150,1,NYL
3.0/F高層D,3.0,高層,D,5450343,8147,669,117,1,NYL
