,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
2.0/F低層4B,2.0,低層,4B,13421160,10404,1290,355,4,ISL
2.0/F中層4B,2.0,中層,4B,13421160,10404,1290,355,4,ISL
3.0/F高層4B,3.0,高層,4B,13493400,10460,1290,355,4,ISL
2.0/F低層A,2.0,低層,A,13890177,10499,1323,442,3,ISL
2.0/F中層A,2.0,中層,A,13890177,10499,1323,442,3,ISL
3.0/F高層A,3.0,高層,A,12749070,9883,1290,431,3,ISL
2.0/F低層B,2.0,低層,B,15067647,11389,1323,414,3,ISL
2.0/F中層B,2.0,中層,B,15067647,11389,1323,414,3,ISL
3.0/F高層B,3.0,高層,B,14036490,10881,1290,390,3,ISL
