,A,B,C,D,E,F,G,H
16.0,19224,19194,19299,18278,19619,18988,19576,19242
32.0,20236,20054,20086,19647,20059,20076,21399,21612
49.0,21087,21767,20444,19190,21721,20155,22156,19357
