,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
7.0/F低層A,7.0,低層,A,4008258,10746,373,375,4,NTM
16.0/F中層A,16.0,中層,A,4239891,11367,373,321,3,NTM
24.0/F高層A,24.0,高層,A,4356267,11679,373,375,4,NTM
7.0/F低層B,7.0,低層,B,4118352,10094,408,380,4,NTM
16.0/F中層B,16.0,中層,B,4239120,10390,408,327,3,NTM
24.0/F高層B,24.0,高層,B,4441080,10885,408,391,4,NTM
7.0/F低層C,7.0,低層,C,4910122,9479,518,326,5,NTM
16.0/F中層C,16.0,中層,C,5096084,9838,518,363,5,NTM
24.0/F高層C,24.0,高層,C,5291370,10215,518,348,5,NTM
7.0/F低層D,7.0,低層,D,4195437,10061,417,346,4,NTM
16.0/F中層D,16.0,中層,D,4499847,10791,417,360,3,NTM
24.0/F高層D,24.0,高層,D,4518195,10835,417,388,4,NTM
7.0/F低層E,7.0,低層,E,4170000,10000,417,322,4,NTM
16.0/F中層E,16.0,中層,E,4276752,10256,417,347,4,NTM
24.0/F高層E,24.0,高層,E,4529871,10863,417,361,4,NTM
7.0/F低層F,7.0,低層,F,4910122,9479,518,326,5,NTM
16.0/F中層F,16.0,中層,F,5096084,9838,518,363,5,NTM
24.0/F高層F,24.0,高層,F,5291370,10215,518,348,5,NTM
7.0/F低層G,7.0,低層,G,4053888,9936,408,333,4,NTM
16.0/F中層G,16.0,中層,G,4204440,10305,408,366,4,NTM
24.0/F高層G,24.0,高層,G,4408848,10806,408,369,4,NTM
7.0/F低層H,7.0,低層,H,3806708,10693,356,343,3,NTM
16.0/F中層H,16.0,中層,H,3955160,11110,356,375,3,NTM
24.0/F高層H,24.0,高層,H,4087236,11481,356,369,3,NTM
