,1,10,11,12,13,14,15,16,2,3,4,5,6,7,8,9
3.0,8275906,6478318,8129643,7778045,8025245,8118903,7919139,8275906,8075406,8075406,7714700,7808945,8075406,8056611,8275906,8275906
6.0,8375052,8172066,8226303,7870230,8115885,8223081,8010966,8375052,8073258,8172066,7734270,7901130,8172066,8150586,8375052,8375052
9.0,8474755,8269263,8322426,7962415,8238970,8358942,8768136,8474755,8162937,8269263,7876410,7995890,7835367,8247246,8474755,8474755
