,1,10,11,12,13,14,15,16,3,4,5,6,7,8,9
8.0,431,601,601,539,539,433,433,646,601,539,539,433,429,646,634
20.0,431,601,597,535,539,433,433,639,597,529,535,433,429,646,634
33.0,634,594,594,529,529,426,426,634,594,529,535,433,429,639,634
