,1,10,11,14,15,20,21,22,23,24,3,4,5,9
6.0,6906,6906,6906,5789,6979,6933,6822,6906,6427,6906,6817,6822,6784,6921
18.0,7044,7044,7044,7044,7119,7000,6956,6177,6980,7044,6994,6956,6966,7093
28.0,7326,7326,7326,7326,7402,7399,7235,6370,7260,6931,7274,7235,7243,7368
