,54,55,58,59,60,62,72
5.0,63743870,63743870,63167290,63743870,60779250,59612470,63743870
8.0,65505390,65505390,65505390,65505390,62452240,61190120,65505390
10.0,66678980,66678980,66678980,66678980,63600860,62316040,66678980
