,1,10,11,12,13,14,15,16,2,3,4,5,6,7,8,9
7.0,646,601,601,539,539,432,432,646,601,601,539,539,432,432,646,646
20.0,639,597,597,535,535,432,429,646,597,597,539,535,429,429,639,639
32.0,634,594,594,530,530,426,426,646,594,597,530,530,426,426,634,634
