,1,2,3,4,5,6,7,8,9
4.0,3462390,4394265,3475650,3513390,4019150,3434595,3468765,3915000,4809480
8.0,3529200,4584360,3561840,3636810,4117730,3566430,3471570,4013100,4930770
11.0,3615645,4589880,3629160,3655935,4208250,3627375,3622020,4089600,5024760
