,A,B,C,D,E,F,G,H
10.0,15402,14897,17061,15295,15719,15461,16248,15592
27.0,15697,15796,17206,15983,16244,15683,16247,16265
43.0,16601,17616,17277,16759,16917,16846,16962,17337
