,A,B,C,D,E,F,G,H,J,K
7.0,15809,17013,16217,16491,16489,17498,16422,16322,16491,16453
14.0,16348,17596,16405,16673,17036,16655,16965,16886,17038,17000
21.0,16847,17867,16820,17255,17077,17174,17021,17547,17259,17103
