,A,B,C,D,E,F,G
11.0,14529456,17679821,19027140,18854460,18479400,18763820,17573817
24.0,15848415,19435249,21801080,20071980,20327340,19973730,19295850
38.0,17413760,20825744,22500240,22380480,21959820,22272105,21125880
