,subjFloor,floorLv,unitNo,price,npsf,nfa
2.0/F低層A,2.0,低層,A,,,
4.0/F中層A,4.0,中層,A,,,
7.0/F高層A,7.0,高層,A,,,
2.0/F低層B,2.0,低層,B,,,
4.0/F中層B,4.0,中層,B,,,
7.0/F高層B,7.0,高層,B,,,
2.0/F低層C,2.0,低層,C,,,
4.0/F中層C,4.0,中層,C,,,
7.0/F高層C,7.0,高層,C,,,
2.0/F低層C1,2.0,低層,C1,978334,9983,98
4.0/F中層C1,4.0,中層,C1,991270,10115,98
7.0/F高層C1,7.0,高層,C1,1010576,10312,98
2.0/F低層C2,2.0,低層,C2,1439020,6541,220
4.0/F中層C2,4.0,中層,C2,1458160,6628,220
7.0/F高層C2,7.0,高層,C2,1486540,6757,220
2.0/F低層D,2.0,低層,D,5096556,6339,804
4.0/F中層D,4.0,中層,D,5161680,6420,804
7.0/F高層D,7.0,高層,D,5259768,6542,804
2.0/F低層E,2.0,低層,E,,,
4.0/F中層E,4.0,中層,E,,,
7.0/F高層E,7.0,高層,E,,,
2.0/F低層F,2.0,低層,F,,,
4.0/F中層F,4.0,中層,F,,,
7.0/F高層F,7.0,高層,F,,,
2.0/F低層H,2.0,低層,H,,,
4.0/F中層H,4.0,中層,H,,,
7.0/F高層H,7.0,高層,H,,,
2.0/F低層I,2.0,低層,I,,,
4.0/F中層I,4.0,中層,I,,,
7.0/F高層I,7.0,高層,I,4306800,5820,740
2.0/F低層J,2.0,低層,J,4364724,7994,546
4.0/F中層J,4.0,中層,J,4420416,8096,546
7.0/F高層J,7.0,高層,J,4503954,8249,546
2.0/F低層K,2.0,低層,K,4364724,7994,546
4.0/F中層K,4.0,中層,K,4420416,8096,546
7.0/F高層K,7.0,高層,K,4503954,8249,546
2.0/F低層L,2.0,低層,L,,,
4.0/F中層L,4.0,中層,L,,,
7.0/F高層L,7.0,高層,L,,,
2.0/F低層L1,2.0,低層,L1,1470039,8033,183
4.0/F中層L1,4.0,中層,L1,1489437,8139,183
7.0/F高層L1,7.0,高層,L1,1518534,8298,183
2.0/F低層L2,2.0,低層,L2,1339492,8698,154
4.0/F中層L2,4.0,中層,L2,1357202,8813,154
7.0/F高層L2,7.0,高層,L2,1383690,8985,154
