,A,B,C,D,E,F,G
9.0,8512422,8463330,7051182,6167080,8540855,9043882,8550240
24.0,8709540,8509134,7084303,7130090,8854300,8793361,9126272
38.0,8763363,8826292,7204063,7395090,8886270,9117782,9223280
