,A,B,C,D,E,F,G
4.0,9988900,10287130,10526880,9157680,8632330,4430808,6905074
10.0,10338060,10658555,10906350,9485530,8988620,4603380,7180690
17.0,10753440,11093525,11353160,9871050,9080260,4805298,7485654
