,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
11.0/F低層A,11.0,低層,A,7653884,14387,532,354,4,NTKO
26.0/F中層A,26.0,中層,A,7944888,14934,532,352,4,NTKO
40.0/F高層A,40.0,高層,A,8073100,15175,532,328,4,NTKO
11.0/F低層B,11.0,低層,B,6849513,14481,473,384,3,NTKO
26.0/F中層B,26.0,中層,B,7242103,15311,473,352,3,NTKO
40.0/F高層B,40.0,高層,B,7445020,15740,473,405,4,NTKO
11.0/F低層C,11.0,低層,C,7234062,15294,473,421,3,NTKO
26.0/F中層C,26.0,中層,C,7335284,15508,473,411,3,NTKO
40.0/F高層C,40.0,高層,C,7430830,15710,473,373,3,NTKO
11.0/F低層D,11.0,低層,D,7603344,14292,532,359,3,NTKO
26.0/F中層D,26.0,中層,D,7925736,14898,532,349,3,NTKO
40.0/F高層D,40.0,高層,D,7891156,14833,532,328,3,NTKO
11.0/F低層E,11.0,低層,E,7719852,14511,532,330,3,NTKO
26.0/F中層E,26.0,中層,E,8023092,15081,532,386,4,NTKO
40.0/F高層E,40.0,高層,E,8082144,15192,532,372,4,NTKO
11.0/F低層F,11.0,低層,F,7096419,15003,473,390,3,NTKO
26.0/F中層F,26.0,中層,F,7252509,15333,473,404,4,NTKO
40.0/F高層F,40.0,高層,F,7441236,15732,473,392,4,NTKO
11.0/F低層G,11.0,低層,G,7062363,14931,473,402,4,NTKO
26.0/F中層G,26.0,中層,G,7419478,15686,473,353,3,NTKO
40.0/F高層G,40.0,高層,G,7558540,15980,473,343,3,NTKO
11.0/F低層H,11.0,低層,H,7861364,14777,532,404,4,NTKO
26.0/F中層H,26.0,中層,H,7971488,14984,532,398,4,NTKO
40.0/F高層H,40.0,高層,H,8210888,15434,532,366,4,NTKO
