,A,B,C,D,E,F,G,H
7.0,15344,17163,17115,15051,16069,17248,17115,14978
20.0,15589,17668,17744,15939,16330,17916,18123,15611
32.0,15798,18175,18052,16154,16568,18318,18061,15159
