,1,10,11,12,12A,14,15,16,17,18,19,2,20,21,22,23,24,25,26,26A,27,28,29,3,30,31,32,33,4,5,6,7,8,9
6.0,510,550,575,575,550,550,525,525,550,540,570,520,545,545,440,545,545,390,390,248,545,545,440,520,545,545,380,500,520,520,440,388,535,550
8.0,510,550,575,575,550,550,525,525,550,540,570,520,545,545,440,545,545,390,390,248,545,545,440,520,545,545,380,500,520,520,440,388,535,550
11.0,510,550,575,575,550,550,525,550,550,540,570,520,545,545,440,545,545,390,390,248,545,545,440,520,545,545,380,500,520,520,440,388,535,550
