,1,2,3,4,5,6,7,8
3.0,10847,11037,10847,10847,10838,10847,10860,10847
6.0,11055,11312,11055,11055,11046,11055,11062,11055
10.0,11332,11545,11332,11332,11322,11332,11339,11332
