,A,B,C,D,E,F,G,H,J,K,L,M
7.0,5438070,6129568,6252112,6252112,6252112,5095396,5158676,6252112,6252112,6252112,6231392,5543010
18.0,5599440,6321968,6432080,6432080,6432080,5245008,5280716,6432080,6432080,6432080,6442736,5730120
28.0,5753385,6580080,6604944,6604944,6604944,5390552,5426712,6604944,6604944,6604944,6622704,5885055
