,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
2.0/F低層A,2.0,低層,A,11485208,9884,1162,139,2,KKC
6.0/F中層A,6.0,中層,A,5834402,10042,581,250,3,KKC
8.0/F高層A,8.0,高層,A,7595656,9916,766,250,3,KKC
2.0/F低層A1,2.0,低層,A1,5761080,9848,585,274,3,KKC
6.0/F中層A1,6.0,中層,A1,5934240,10144,585,268,3,KKC
8.0/F高層A1,8.0,高層,A1,6020820,10292,585,265,3,KKC
2.0/F低層A2,2.0,低層,A2,5444291,9953,547,264,3,KKC
6.0/F中層A2,6.0,中層,A2,5606750,10250,547,258,3,KKC
8.0/F高層A2,8.0,高層,A2,5687706,10398,547,255,3,KKC
2.0/F低層B,2.0,低層,B,5735632,9872,581,312,4,KKC
6.0/F中層B,6.0,中層,B,5913999,10179,581,314,4,KKC
8.0/F高層B,8.0,高層,B,5522070,10419,530,359,4,KKC
2.0/F低層D,2.0,低層,D,4168494,10242,407,132,2,KKC
6.0/F中層D,6.0,中層,D,4300769,10567,407,124,2,KKC
8.0/F高層D,8.0,高層,D,4366703,10729,407,120,2,KKC
