,1,2,3,4,5,6,7,8
6.0,15759,15405,15889,15727,15436,16276,15681,14980
15.0,16394,16652,16362,16333,15748,16782,16288,15615
24.0,16855,16917,16705,16942,16315,17201,16909,15863
