,A,B,C,D,E,F,G,H,J,K
7.0,6217420,6204526,6204526,6217420,4289680,4865742,6204526,6077302,4801020,4331390
19.0,6638680,6625072,6625072,6588530,4621640,5205291,6625072,6451906,5139603,4635830
30.0,6993860,6979061,6979061,6993860,4868460,5484948,6979061,6792348,5416362,4878780
