,12,14,15,22,23,24,29,8
2.0,8460,8398,8398,8069,8398,8354,8338,6498
3.0,8482,8425,8425,8030,8425,8382,8322,6522
4.0,8513,8456,8456,8124,8456,8397,8396,6546
