,A,B,C,D,E,F,G,H,J,K
4.0,6730404,10404340,7447140,7410312,6886587,6680718,7079514,7648020,6751960,6680902
10.0,7111009,11032690,7903440,7847748,7295391,6958959,7495462,8098920,7157408,7075984
16.0,7505157,11654650,8359200,8282574,7700772,7392702,8532584,8547120,7560968,7469665
