,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
7.0/F低層A,7.0,低層,A,76679601,37979,2019,371,3,KHMT
14.0/F中層A,14.0,中層,A,81305130,40270,2019,387,3,KHMT
20.0/F高層A,20.0,高層,A,84987786,42094,2019,374,3,KHMT
7.0/F低層B,7.0,低層,B,69100815,37905,1823,295,4,KHMT
14.0/F中層B,14.0,中層,B,73375750,40250,1823,313,4,KHMT
20.0/F高層B,20.0,高層,B,77140245,42315,1823,301,4,KHMT
7.0/F低層C,7.0,低層,C,34091468,29542,1154,150,1,KHMT
14.0/F中層C,14.0,中層,C,,,,,,KHMT
20.0/F高層C,20.0,高層,C,43145752,37388,1154,150,1,KHMT
7.0/F低層CD,7.0,低層,CD,83340252,38799,2148,306,4,KHMT
14.0/F中層CD,14.0,中層,CD,88497600,41200,2148,324,4,KHMT
20.0/F高層CD,20.0,高層,CD,93034176,43312,2148,312,4,KHMT
7.0/F低層D,7.0,低層,D,31461094,31651,994,150,1,KHMT
14.0/F中層D,14.0,中層,D,,,,,,KHMT
20.0/F高層D,20.0,高層,D,37033458,37257,994,150,1,KHMT
