,A,B,C,D,E,F,G
1.0,6505281,3886228,7918434,6362592,4539510,5789770,5676830
2.0,5757633,3918640,7802868,6588927,4566880,5832570,5722940
3.0,,3840384,7407264,7302312,4842535,6301765,4201659
